SucursalId,NombreSucursal,Direccion,LocalidadId,ProvinciaId,CodigoPostal,EstadoSucursalId,Email,Telefono,FechaApertura,Latitud,Longitud,CreatedAt,UpdatedAt,IsDeleted
489,Sucursal BUE-0489,Calle 8292,4,1,3524,1,sucursal489@empresa.local,+54 294 456637,2026-03-29,-24.443623,-58.351179,2026-03-29,2026-05-29,0
490,Sucursal SAN-0490,Calle 8556,23,3,3174,1,sucursal490@empresa.local,+54 310 859767,2024-05-26,-52.830319,-65.248236,2024-05-26,2024-09-03,0
491,Sucursal LA -0491,Calle 9836,101,21,2426,1,sucursal491@empresa.local,+54 441 589554,2024-11-14,-25.546052,-70.937943,2024-11-14,2024-12-29,0
492,Sucursal SAN-0492,Calle 5214,66,12,4438,1,sucursal492@empresa.local,+54 428 310297,2024-01-24,-47.83854,-67.467009,2024-01-24,2025-09-06,0
493,Sucursal CÓR-0493,Calle 2546,13,2,3580,1,sucursal493@empresa.local,+54 380 220020,2024-04-30,-53.511785,-60.541101,2024-04-30,2025-02-03,0
494,Sucursal SAN-0494,Calle 4540,23,3,3319,1,sucursal494@empresa.local,+54 821 943058,2024-12-24,-44.935434,-68.103499,2024-12-24,2025-11-15,0
495,Sucursal BUE-0495,Calle 7368,3,1,1831,1,sucursal495@empresa.local,+54 233 130401,2024-12-12,-38.936461,-59.490081,2024-12-12,2026-06-18,0
496,Sucursal BUE-0496,Calle 3032,5,1,8304,1,sucursal496@empresa.local,+54 731 472899,2025-03-12,-44.001899,-56.65116,2025-03-12,2025-09-28,0
497,Sucursal MIS-0497,Calle 7729,47,8,3159,1,sucursal497@empresa.local,+54 195 952336,2025-06-30,-28.324784,-59.028012,2025-06-30,2025-08-09,0
498,Sucursal BUE-0498,Calle 7725,4,1,8709,1,sucursal498@empresa.local,+54 337 334665,2025-10-21,-49.400906,-55.085983,2025-10-21,2026-04-20,0
499,Sucursal CÓR-0499,Calle 5512,11,2,6320,1,sucursal499@empresa.local,+54 564 611187,2024-07-06,-53.031548,-63.493313,2024-07-06,2026-06-22,0
500,Sucursal CÓR-0500,Calle 5811,15,2,3087,1,sucursal500@empresa.local,+54 620 207932,2024-06-23,-41.018049,-58.714538,2024-06-23,2025-04-08,0
501,Sucursal BUE-0501,Calle 5049,5,1,9728,1,sucursal501@empresa.local,+54 572 520286,2024-03-13,-35.102849,-68.228494,2024-03-13,2026-06-02,0
502,Sucursal BUE-0502,Calle 1182,10,1,6582,1,sucursal502@empresa.local,+54 313 953452,2025-05-08,-31.790084,-64.37703,2025-05-08,2025-11-20,0
503,Sucursal CAB-0503,Calle 3969,116,24,3835,1,sucursal503@empresa.local,+54 778 802131,2024-12-16,-51.507379,-54.382735,2024-12-16,2026-06-26,0
504,Sucursal SAN-0504,Calle 7684,26,3,6330,1,sucursal504@empresa.local,+54 668 202397,2025-08-29,-27.695262,-69.47652,2025-08-29,2026-06-30,0
505,Sucursal CAB-0505,Calle 9871,115,24,7208,1,sucursal505@empresa.local,+54 435 618306,2024-04-21,-33.360348,-71.770356,2024-04-21,2026-03-23,0
506,Sucursal BUE-0506,Calle 2503,9,1,3444,1,sucursal506@empresa.local,+54 563 657062,2025-08-17,-44.671896,-60.688557,2025-08-17,2025-08-17,0
507,Sucursal CÓR-0507,Calle 5010,19,2,5989,1,sucursal507@empresa.local,+54 545 852658,2026-06-17,-22.55743,-66.114707,2026-06-17,2026-06-22,0
508,Sucursal BUE-0508,Calle 2189,4,1,5819,1,sucursal508@empresa.local,+54 163 487158,2025-06-06,-25.165578,-53.64201,2025-06-06,2025-12-29,0
509,Sucursal BUE-0509,Calle 4723,1,1,1510,1,sucursal509@empresa.local,+54 340 552686,2025-01-02,-31.5289,-65.114634,2025-01-02,2025-04-24,0
510,Sucursal CÓR-0510,Calle 9031,13,2,4460,1,sucursal510@empresa.local,+54 778 281833,2025-01-25,-38.804115,-69.235463,2025-01-25,2026-04-15,0
511,Sucursal CÓR-0511,Calle 2627,16,2,5726,2,sucursal511@empresa.local,+54 993 802615,2026-05-10,-49.982427,-72.767945,2026-05-10,2026-06-05,0
512,Sucursal BUE-0512,Calle 2324,6,1,2387,2,sucursal512@empresa.local,+54 240 773440,2025-11-04,-28.209868,-55.796945,2025-11-04,2026-02-23,0
513,Sucursal ENT-0513,Calle 7544,41,6,9346,2,sucursal513@empresa.local,+54 534 678866,2025-09-30,-27.757714,-65.305706,2025-09-30,2025-12-31,1
514,Sucursal CÓR-0514,Calle 3978,18,2,9220,1,sucursal514@empresa.local,+54 375 530794,2025-05-25,-24.349938,-61.472953,2025-05-25,2026-06-03,0
515,Sucursal BUE-0515,Calle 6138,2,1,2854,1,sucursal515@empresa.local,+54 694 604923,2025-05-09,-23.224392,-71.398738,2025-05-09,2026-05-04,0
516,Sucursal CHA-0516,Calle 7717,53,9,9469,1,sucursal516@empresa.local,+54 180 648779,2026-05-29,-25.522705,-71.231073,2026-05-29,2026-06-15,0
517,Sucursal CÓR-0517,Calle 8934,20,2,6119,1,sucursal517@empresa.local,+54 727 155337,2025-11-15,-25.085271,-62.299335,2025-11-15,2025-12-04,0
518,Sucursal BUE-0518,Calle 5531,1,1,7897,1,sucursal518@empresa.local,+54 461 936997,2025-04-25,-44.572226,-69.649837,2025-04-25,2026-02-12,0
519,Sucursal ENT-0519,Calle 4367,41,6,2006,1,sucursal519@empresa.local,+54 744 596144,2024-11-07,-35.499485,-61.5428,2024-11-07,2026-06-07,0
520,Sucursal MEN-0520,Calle 4799,33,4,8942,1,sucursal520@empresa.local,+54 184 232981,2026-01-25,-37.820925,-55.971095,2026-01-25,2026-01-31,0
521,Sucursal CÓR-0521,Calle 4309,12,2,1232,1,sucursal521@empresa.local,+54 859 216968,2024-10-14,-34.677711,-54.79737,2024-10-14,2025-07-22,0
522,Sucursal COR-0522,Calle 4380,56,10,4869,1,sucursal522@empresa.local,+54 596 289592,2025-01-13,-28.420096,-55.759711,2025-01-13,2025-07-11,0
523,Sucursal CÓR-0523,Calle 2625,14,2,9125,1,sucursal523@empresa.local,+54 870 533007,2024-05-28,-29.348231,-68.241051,2024-05-28,2026-01-27,0
524,Sucursal CÓR-0524,Calle 5753,19,2,1890,1,sucursal524@empresa.local,+54 757 377238,2024-08-03,-29.824514,-70.680113,2024-08-03,2026-03-17,0
525,Sucursal BUE-0525,Calle 8824,7,1,4828,1,sucursal525@empresa.local,+54 488 816712,2024-11-04,-31.42055,-63.508208,2024-11-04,2026-03-06,0
526,Sucursal BUE-0526,Calle 7453,6,1,7258,3,sucursal526@empresa.local,+54 794 431023,2024-01-13,-23.223593,-59.342474,2024-01-13,2024-11-03,0
527,Sucursal BUE-0527,Calle 7174,2,1,5466,2,sucursal527@empresa.local,+54 443 383457,2025-10-14,-45.45319,-71.034464,2025-10-14,2026-04-13,0
528,Sucursal CÓR-0528,Calle 9745,17,2,4193,1,sucursal528@empresa.local,+54 632 453796,2026-02-06,-32.313019,-53.135703,2026-02-06,2026-04-08,0
529,Sucursal CÓR-0529,Calle 1213,13,2,1195,1,sucursal529@empresa.local,+54 521 202444,2024-01-09,-37.191544,-59.290009,2024-01-09,2026-05-09,0
530,Sucursal CÓR-0530,Calle 657,15,2,1388,1,sucursal530@empresa.local,+54 734 196407,2024-09-14,-52.179779,-61.117228,2024-09-14,2025-03-30,0
531,Sucursal CAB-0531,Calle 2065,111,24,2415,1,sucursal531@empresa.local,+54 976 734059,2025-09-05,-49.842968,-59.872107,2025-09-05,2025-11-06,0
532,Sucursal CAB-0532,Calle 3118,111,24,5150,1,sucursal532@empresa.local,+54 401 589638,2024-07-08,-32.864709,-71.485716,2024-07-08,2024-10-29,0
533,Sucursal CÓR-0533,Calle 5398,19,2,5216,2,sucursal533@empresa.local,+54 265 918656,2026-02-26,-51.632094,-57.457881,2026-02-26,2026-04-21,1
534,Sucursal CÓR-0534,Calle 3015,14,2,8218,1,sucursal534@empresa.local,+54 171 615607,2026-04-12,-22.658497,-68.986618,2026-04-12,2026-05-15,0
535,Sucursal CÓR-0535,Calle 8957,17,2,8065,1,sucursal535@empresa.local,+54 323 743790,2024-04-21,-33.413179,-54.747816,2024-04-21,2024-09-15,0
536,Sucursal MIS-0536,Calle 9460,48,8,5105,1,sucursal536@empresa.local,+54 895 567541,2024-03-15,-53.399527,-63.045972,2024-03-15,2024-05-26,0
537,Sucursal MEN-0537,Calle 6497,32,4,5365,1,sucursal537@empresa.local,+54 255 834061,2024-02-08,-43.445412,-65.173393,2024-02-08,2025-12-19,0
538,Sucursal BUE-0538,Calle 7933,1,1,8144,1,sucursal538@empresa.local,+54 513 985049,2026-02-28,-30.711443,-56.754487,2026-02-28,2026-05-01,0
539,Sucursal BUE-0539,Calle 2085,3,1,9770,1,sucursal539@empresa.local,+54 467 449636,2025-01-28,-32.181256,-64.987704,2025-01-28,2026-06-05,0
540,Sucursal MEN-0540,Calle 8859,31,4,6571,2,sucursal540@empresa.local,+54 182 982042,2024-04-02,-39.291541,-57.669838,2024-04-02,2025-04-11,0
541,Sucursal BUE-0541,Calle 4996,7,1,7391,1,sucursal541@empresa.local,+54 209 761249,2025-01-28,-31.957037,-63.269929,2025-01-28,2025-08-11,0
542,Sucursal TIE-0542,Calle 684,108,23,4163,1,sucursal542@empresa.local,+54 125 854701,2024-07-13,-22.115726,-68.230297,2024-07-13,2024-12-03,0
543,Sucursal CÓR-0543,Calle 8286,16,2,9748,3,sucursal543@empresa.local,+54 954 951211,2025-10-20,-39.622167,-53.083327,2025-10-20,2026-01-06,0
544,Sucursal BUE-0544,Calle 801,2,1,7643,1,sucursal544@empresa.local,+54 221 321960,2026-03-17,-28.172681,-59.653672,2026-03-17,2026-06-17,0
545,Sucursal CÓR-0545,Calle 9592,20,2,4817,1,sucursal545@empresa.local,+54 173 138669,2026-06-14,-30.465289,-63.222106,2026-06-14,2026-06-18,0
546,Sucursal BUE-0546,Calle 4076,1,1,3138,2,sucursal546@empresa.local,+54 114 280616,2025-09-25,-33.754833,-54.906753,2025-09-25,2025-10-18,0
547,Sucursal BUE-0547,Calle 1147,4,1,2742,1,sucursal547@empresa.local,+54 216 621292,2026-05-05,-34.960723,-60.687429,2026-05-05,2026-06-11,0
548,Sucursal BUE-0548,Calle 5412,3,1,2979,1,sucursal548@empresa.local,+54 800 703945,2024-12-11,-36.531687,-66.568202,2024-12-11,2026-01-26,0
549,Sucursal CAB-0549,Calle 2941,115,24,6496,1,sucursal549@empresa.local,+54 164 226610,2024-02-16,-45.235413,-57.848998,2024-02-16,2025-10-15,0
550,Sucursal BUE-0550,Calle 4091,7,1,1666,1,sucursal550@empresa.local,+54 236 204823,2024-06-17,-28.686327,-60.356108,2024-06-17,2025-09-09,0
551,Sucursal CÓR-0551,Calle 1422,16,2,1104,1,sucursal551@empresa.local,+54 107 288128,2026-06-19,-24.363617,-58.865175,2026-06-19,2026-06-26,0
552,Sucursal SAN-0552,Calle 7898,27,3,3079,1,sucursal552@empresa.local,+54 311 250038,2025-12-11,-33.525577,-62.538263,2025-12-11,2026-06-26,0
553,Sucursal CÓR-0553,Calle 9869,18,2,3949,2,sucursal553@empresa.local,+54 834 624170,2025-09-17,-34.414406,-71.239576,2025-09-17,2025-10-06,0
554,Sucursal CÓR-0554,Calle 3244,13,2,2925,1,sucursal554@empresa.local,+54 642 200331,2025-07-25,-34.19453,-55.745379,2025-07-25,2025-11-22,0
555,Sucursal CAB-0555,Calle 3509,117,24,5528,1,sucursal555@empresa.local,+54 154 303129,2025-04-20,-50.394268,-70.015652,2025-04-20,2026-05-19,0
556,Sucursal CAT-0556,Calle 2717,94,19,1706,2,sucursal556@empresa.local,+54 155 776185,2025-05-24,-42.345822,-68.808205,2025-05-24,2025-08-22,1
557,Sucursal MEN-0557,Calle 1810,29,4,1859,2,sucursal557@empresa.local,+54 650 284431,2025-04-09,-48.94254,-72.418695,2025-04-09,2025-05-01,0
558,Sucursal BUE-0558,Calle 9598,3,1,6340,1,sucursal558@empresa.local,+54 529 308405,2025-03-31,-30.093224,-55.032545,2025-03-31,2026-01-28,0
559,Sucursal BUE-0559,Calle 3984,10,1,7759,1,sucursal559@empresa.local,+54 990 309668,2024-08-21,-41.982964,-68.586745,2024-08-21,2024-11-29,0
560,Sucursal CÓR-0560,Calle 2474,20,2,4541,1,sucursal560@empresa.local,+54 724 577092,2026-06-30,-48.302056,-65.530298,2026-06-30,2026-06-30,0
561,Sucursal CÓR-0561,Calle 3413,20,2,6503,1,sucursal561@empresa.local,+54 230 133653,2025-01-02,-31.849263,-71.806966,2025-01-02,2025-10-05,0
562,Sucursal BUE-0562,Calle 2904,6,1,6629,3,sucursal562@empresa.local,+54 325 409499,2025-04-14,-34.683649,-57.209061,2025-04-14,2025-11-14,0
563,Sucursal MEN-0563,Calle 9156,31,4,4763,1,sucursal563@empresa.local,+54 188 531694,2024-06-23,-26.57684,-63.215732,2024-06-23,2026-02-04,0
564,Sucursal CAB-0564,Calle 4673,117,24,1237,1,sucursal564@empresa.local,+54 847 548906,2026-05-07,-30.442277,-68.066916,2026-05-07,2026-06-05,0
565,Sucursal CÓR-0565,Calle 9499,14,2,1083,1,sucursal565@empresa.local,+54 527 146372,2025-08-28,-52.718122,-63.586947,2025-08-28,2025-11-12,0
566,Sucursal JUJ-0566,Calle 7952,67,13,2605,1,sucursal566@empresa.local,+54 563 619344,2025-06-27,-46.303632,-61.830261,2025-06-27,2026-01-14,0
567,Sucursal BUE-0567,Calle 5972,1,1,5846,1,sucursal567@empresa.local,+54 344 779099,2024-08-11,-22.033547,-72.681397,2024-08-11,2024-12-24,0
568,Sucursal MEN-0568,Calle 9445,34,4,1399,1,sucursal568@empresa.local,+54 565 586288,2025-04-15,-29.30128,-55.516019,2025-04-15,2026-06-28,0
569,Sucursal CÓR-0569,Calle 122,17,2,2158,3,sucursal569@empresa.local,+54 494 824304,2025-01-14,-43.347004,-72.345716,2025-01-14,2026-05-04,0
570,Sucursal CÓR-0570,Calle 9524,18,2,4393,1,sucursal570@empresa.local,+54 906 817923,2025-09-19,-51.409311,-55.383055,2025-09-19,2026-06-23,0
571,Sucursal COR-0571,Calle 944,55,10,2818,1,sucursal571@empresa.local,+54 492 483349,2025-11-21,-39.108708,-72.182513,2025-11-21,2026-02-22,0
572,Sucursal CÓR-0572,Calle 9287,15,2,4354,1,sucursal572@empresa.local,+54 241 451199,2025-12-22,-46.363753,-70.728846,2025-12-22,2026-01-08,0
573,Sucursal CÓR-0573,Calle 3793,20,2,6250,2,sucursal573@empresa.local,+54 461 380345,2025-08-17,-37.885889,-64.541417,2025-08-17,2025-12-02,1
574,Sucursal CÓR-0574,Calle 2110,16,2,8703,1,sucursal574@empresa.local,+54 826 657742,2025-05-28,-32.294135,-62.342891,2025-05-28,2026-02-21,0
575,Sucursal CÓR-0575,Calle 1175,12,2,4085,1,sucursal575@empresa.local,+54 568 191549,2026-03-30,-51.434547,-55.041083,2026-03-30,2026-06-24,0
576,Sucursal CÓR-0576,Calle 4621,12,2,2835,2,sucursal576@empresa.local,+54 813 255141,2024-04-21,-38.11748,-55.500137,2024-04-21,2024-10-06,0
577,Sucursal MEN-0577,Calle 2263,30,4,8764,1,sucursal577@empresa.local,+54 455 540538,2025-11-29,-39.796478,-60.106311,2025-11-29,2026-04-16,0
578,Sucursal CÓR-0578,Calle 8613,12,2,6503,1,sucursal578@empresa.local,+54 521 706815,2026-06-11,-43.030641,-60.078975,2026-06-11,2026-06-18,0
579,Sucursal CÓR-0579,Calle 9086,14,2,8295,1,sucursal579@empresa.local,+54 568 418853,2025-12-14,-35.847947,-55.034362,2025-12-14,2026-04-28,0
580,Sucursal CÓR-0580,Calle 6193,13,2,5720,3,sucursal580@empresa.local,+54 888 986585,2024-08-20,-52.485794,-65.937582,2024-08-20,2025-12-28,0
581,Sucursal CÓR-0581,Calle 8870,19,2,5673,1,sucursal581@empresa.local,+54 286 283877,2024-06-13,-27.141386,-59.142815,2024-06-13,2026-06-11,0
582,Sucursal MEN-0582,Calle 774,34,4,6187,1,sucursal582@empresa.local,+54 688 232617,2024-08-31,-39.891564,-65.606557,2024-08-31,2024-12-28,0
583,Sucursal BUE-0583,Calle 5733,9,1,3423,1,sucursal583@empresa.local,+54 481 570211,2025-11-12,-36.724269,-69.748048,2025-11-12,2026-02-01,0
584,Sucursal CÓR-0584,Calle 8282,13,2,3381,2,sucursal584@empresa.local,+54 569 435772,2025-02-18,-49.006295,-53.596997,2025-02-18,2026-06-09,0
585,Sucursal SAN-0585,Calle 4848,22,3,3409,1,sucursal585@empresa.local,+54 918 692688,2024-10-29,-30.686599,-54.554158,2024-10-29,2026-02-26,0
586,Sucursal CÓR-0586,Calle 2384,14,2,2914,1,sucursal586@empresa.local,+54 415 126000,2025-05-05,-41.147842,-56.182462,2025-05-05,2025-05-25,0
587,Sucursal CÓR-0587,Calle 3297,19,2,9625,1,sucursal587@empresa.local,+54 327 919234,2024-02-26,-24.058718,-67.441457,2024-02-26,2025-11-09,0
588,Sucursal BUE-0588,Calle 1531,1,1,9385,1,sucursal588@empresa.local,+54 503 303895,2025-04-01,-38.305108,-60.936563,2025-04-01,2026-03-13,0
589,Sucursal SAN-0589,Calle 6613,22,3,3423,1,sucursal589@empresa.local,+54 833 995278,2025-11-13,-40.315505,-65.277748,2025-11-13,2026-02-13,0
590,Sucursal BUE-0590,Calle 9291,1,1,2435,1,sucursal590@empresa.local,+54 320 863209,2024-11-11,-25.590244,-58.169446,2024-11-11,2026-02-10,0
591,Sucursal CÓR-0591,Calle 6886,18,2,3286,1,sucursal591@empresa.local,+54 955 715702,2024-06-16,-34.866057,-70.127214,2024-06-16,2025-08-24,0
592,Sucursal CÓR-0592,Calle 1183,13,2,7156,2,sucursal592@empresa.local,+54 190 106940,2025-06-21,-40.89726,-54.71179,2025-06-21,2025-12-09,1
593,Sucursal SAN-0593,Calle 3364,25,3,4047,1,sucursal593@empresa.local,+54 952 500314,2026-02-12,-44.737179,-63.188288,2026-02-12,2026-03-19,0
594,Sucursal CHU-0594,Calle 8195,86,17,8593,1,sucursal594@empresa.local,+54 329 128143,2025-08-22,-28.680974,-69.919521,2025-08-22,2026-01-24,0
595,Sucursal CÓR-0595,Calle 2134,13,2,5713,1,sucursal595@empresa.local,+54 527 288085,2025-10-13,-38.259632,-59.243136,2025-10-13,2026-06-11,0
596,Sucursal BUE-0596,Calle 1193,10,1,6927,1,sucursal596@empresa.local,+54 695 603825,2024-10-10,-35.901613,-55.633082,2024-10-10,2026-02-26,0
597,Sucursal MEN-0597,Calle 6214,30,4,9397,1,sucursal597@empresa.local,+54 850 703207,2025-12-11,-53.438557,-67.809256,2025-12-11,2026-01-10,0
598,Sucursal SAN-0598,Calle 2319,27,3,6855,1,sucursal598@empresa.local,+54 267 155457,2025-04-17,-45.274549,-64.60972,2025-04-17,2026-04-06,0
599,Sucursal CAB-0599,Calle 8777,112,24,2258,1,sucursal599@empresa.local,+54 626 303229,2024-10-23,-29.473842,-69.33505,2024-10-23,2025-08-17,0
600,Sucursal BUE-0600,Calle 5280,4,1,5932,1,sucursal600@empresa.local,+54 377 818739,2025-07-10,-31.66504,-65.749546,2025-07-10,2025-12-22,0
601,Sucursal SAN-0601,Calle 2343,24,3,9489,1,sucursal601@empresa.local,+54 388 491133,2024-05-27,-29.078149,-64.76011,2024-05-27,2024-06-09,0
602,Sucursal CAB-0602,Calle 8347,112,24,4622,1,sucursal602@empresa.local,+54 951 297569,2024-08-11,-28.556584,-61.826896,2024-08-11,2025-01-16,0
603,Sucursal ENT-0603,Calle 9129,39,6,2867,2,sucursal603@empresa.local,+54 527 582860,2026-05-16,-24.687003,-70.668687,2026-05-16,2026-06-19,1
604,Sucursal BUE-0604,Calle 2377,1,1,8240,1,sucursal604@empresa.local,+54 711 648532,2025-12-08,-29.565135,-66.159097,2025-12-08,2026-03-10,0
605,Sucursal SAL-0605,Calle 3743,46,7,3108,1,sucursal605@empresa.local,+54 977 827967,2026-04-14,-49.444501,-68.468511,2026-04-14,2026-04-29,0
606,Sucursal BUE-0606,Calle 1930,5,1,2273,1,sucursal606@empresa.local,+54 119 912323,2024-03-21,-38.503843,-64.375051,2024-03-21,2025-05-30,0
607,Sucursal BUE-0607,Calle 9818,8,1,1971,1,sucursal607@empresa.local,+54 580 224698,2025-11-06,-24.927062,-72.13437,2025-11-06,2026-03-17,0
608,Sucursal CÓR-0608,Calle 2128,13,2,4365,1,sucursal608@empresa.local,+54 701 309740,2024-04-08,-48.086982,-65.969327,2024-04-08,2026-06-18,0
609,Sucursal BUE-0609,Calle 5798,4,1,6770,3,sucursal609@empresa.local,+54 264 996677,2024-10-11,-37.979699,-58.428918,2024-10-11,2026-05-27,0
610,Sucursal BUE-0610,Calle 329,10,1,9664,1,sucursal610@empresa.local,+54 322 850582,2024-04-11,-47.870479,-67.362864,2024-04-11,2025-11-24,0
611,Sucursal CAB-0611,Calle 3606,111,24,9260,1,sucursal611@empresa.local,+54 971 842136,2026-01-12,-38.809104,-59.037342,2026-01-12,2026-02-06,0
612,Sucursal BUE-0612,Calle 5913,8,1,7219,1,sucursal612@empresa.local,+54 534 324682,2024-04-19,-37.543968,-64.848441,2024-04-19,2024-10-21,0
613,Sucursal SAN-0613,Calle 8615,64,12,3226,1,sucursal613@empresa.local,+54 607 899301,2025-04-22,-42.439985,-67.234575,2025-04-22,2025-06-17,0
614,Sucursal MIS-0614,Calle 6404,50,8,5646,1,sucursal614@empresa.local,+54 567 729554,2025-05-20,-30.442419,-59.259069,2025-05-20,2025-07-18,0
615,Sucursal CAT-0615,Calle 7111,93,19,4093,1,sucursal615@empresa.local,+54 977 172990,2025-02-21,-25.367851,-56.951272,2025-02-21,2025-07-19,0
616,Sucursal CAB-0616,Calle 8155,114,24,2723,1,sucursal616@empresa.local,+54 505 559337,2024-01-14,-37.274804,-59.469627,2024-01-14,2025-12-04,0
617,Sucursal BUE-0617,Calle 1766,5,1,3764,1,sucursal617@empresa.local,+54 166 481377,2025-12-12,-22.79336,-66.227367,2025-12-12,2026-05-12,0
618,Sucursal SAN-0618,Calle 7058,27,3,9177,2,sucursal618@empresa.local,+54 385 901968,2024-05-05,-31.168198,-61.361628,2024-05-05,2024-12-29,1
619,Sucursal RÍO-0619,Calle 7895,74,14,7626,1,sucursal619@empresa.local,+54 596 636256,2025-02-13,-45.0755,-57.640009,2025-02-13,2025-08-14,0
620,Sucursal BUE-0620,Calle 2305,5,1,1486,1,sucursal620@empresa.local,+54 201 873637,2025-05-24,-52.308723,-71.635427,2025-05-24,2025-09-19,0
621,Sucursal TUC-0621,Calle 2602,35,5,5960,2,sucursal621@empresa.local,+54 736 753506,2025-01-26,-50.917324,-71.469655,2025-01-26,2025-12-26,0
622,Sucursal JUJ-0622,Calle 8257,67,13,9032,3,sucursal622@empresa.local,+54 616 374375,2024-07-25,-36.64198,-56.810368,2024-07-25,2025-05-21,0
623,Sucursal SAN-0623,Calle 7151,24,3,2951,1,sucursal623@empresa.local,+54 492 571980,2026-02-21,-43.934106,-65.473269,2026-02-21,2026-03-01,0
624,Sucursal CÓR-0624,Calle 5065,20,2,3689,1,sucursal624@empresa.local,+54 603 551601,2025-07-24,-49.696376,-58.685536,2025-07-24,2026-06-26,0
625,Sucursal SAN-0625,Calle 9173,21,3,9837,1,sucursal625@empresa.local,+54 685 592640,2025-11-22,-38.770846,-55.912971,2025-11-22,2026-03-27,0
626,Sucursal SAN-0626,Calle 6289,22,3,6779,1,sucursal626@empresa.local,+54 884 398254,2025-05-21,-43.744551,-72.43706,2025-05-21,2026-03-19,0
627,Sucursal BUE-0627,Calle 5691,2,1,7235,3,sucursal627@empresa.local,+54 199 548945,2024-12-23,-42.955423,-65.852678,2024-12-23,2025-01-19,0
628,Sucursal CÓR-0628,Calle 5213,15,2,2391,1,sucursal628@empresa.local,+54 804 168681,2024-09-10,-26.193921,-70.710574,2024-09-10,2025-05-08,0
629,Sucursal BUE-0629,Calle 7021,7,1,9433,1,sucursal629@empresa.local,+54 531 379570,2024-02-08,-53.347127,-63.606002,2024-02-08,2025-05-24,0
630,Sucursal BUE-0630,Calle 5382,1,1,2601,1,sucursal630@empresa.local,+54 927 612081,2025-08-07,-50.798186,-59.497774,2025-08-07,2026-02-22,0
631,Sucursal CÓR-0631,Calle 2830,14,2,5907,1,sucursal631@empresa.local,+54 472 557169,2026-02-22,-47.543724,-60.291116,2026-02-22,2026-05-19,0
632,Sucursal CAB-0632,Calle 3607,116,24,5708,1,sucursal632@empresa.local,+54 371 149840,2026-05-20,-44.485751,-61.529586,2026-05-20,2026-06-23,0
633,Sucursal FOR-0633,Calle 9573,80,16,2552,1,sucursal633@empresa.local,+54 706 453200,2024-04-04,-45.252322,-61.671434,2024-04-04,2026-04-08,0
634,Sucursal SAN-0634,Calle 5045,24,3,9268,1,sucursal634@empresa.local,+54 923 414477,2024-12-21,-40.146864,-62.201048,2024-12-21,2025-03-09,0
635,Sucursal BUE-0635,Calle 7525,8,1,9971,1,sucursal635@empresa.local,+54 284 119506,2025-10-01,-33.908994,-62.675518,2025-10-01,2026-06-21,0
636,Sucursal BUE-0636,Calle 7756,8,1,5389,1,sucursal636@empresa.local,+54 753 658596,2025-11-07,-28.114129,-55.944507,2025-11-07,2026-06-05,0
637,Sucursal CAB-0637,Calle 1081,111,24,9556,2,sucursal637@empresa.local,+54 305 481969,2026-01-14,-39.200426,-68.192521,2026-01-14,2026-06-23,0
638,Sucursal SAN-0638,Calle 1155,66,12,4335,3,sucursal638@empresa.local,+54 966 532472,2025-02-24,-45.458088,-67.259108,2025-02-24,2025-08-06,0
639,Sucursal BUE-0639,Calle 4007,7,1,2860,1,sucursal639@empresa.local,+54 253 301238,2024-08-29,-53.113466,-57.059105,2024-08-29,2025-10-18,0
640,Sucursal CÓR-0640,Calle 706,13,2,4309,1,sucursal640@empresa.local,+54 263 385959,2025-03-22,-49.63422,-67.832063,2025-03-22,2025-10-24,0
641,Sucursal FOR-0641,Calle 791,79,16,8960,1,sucursal641@empresa.local,+54 901 120875,2024-06-29,-52.229527,-55.06989,2024-06-29,2026-04-19,0
642,Sucursal CÓR-0642,Calle 6054,13,2,2479,1,sucursal642@empresa.local,+54 506 980605,2024-03-06,-30.824497,-70.188797,2024-03-06,2025-04-26,0
643,Sucursal BUE-0643,Calle 9609,5,1,9605,1,sucursal643@empresa.local,+54 357 620566,2024-05-03,-25.693924,-68.238463,2024-05-03,2025-10-19,0
644,Sucursal BUE-0644,Calle 3965,5,1,7928,3,sucursal644@empresa.local,+54 323 251286,2024-12-03,-50.581952,-68.717827,2024-12-03,2026-01-06,0
645,Sucursal CÓR-0645,Calle 1016,11,2,9034,1,sucursal645@empresa.local,+54 646 492906,2026-06-02,-31.612233,-70.740773,2026-06-02,2026-06-20,0
646,Sucursal SAN-0646,Calle 2474,24,3,6947,1,sucursal646@empresa.local,+54 586 850435,2024-09-09,-42.232343,-66.836572,2024-09-09,2025-06-20,0
647,Sucursal MEN-0647,Calle 995,32,4,4926,2,sucursal647@empresa.local,+54 359 679577,2024-02-05,-41.689913,-60.221019,2024-02-05,2026-06-15,0
648,Sucursal CAB-0648,Calle 7348,111,24,7364,1,sucursal648@empresa.local,+54 108 512064,2025-07-01,-24.319763,-54.641466,2025-07-01,2025-10-30,0
649,Sucursal CÓR-0649,Calle 4972,13,2,4446,2,sucursal649@empresa.local,+54 980 268010,2026-02-13,-24.691494,-60.372946,2026-02-13,2026-04-14,0
650,Sucursal SAN-0650,Calle 1412,66,12,9055,1,sucursal650@empresa.local,+54 582 872739,2024-02-04,-40.785238,-56.176731,2024-02-04,2024-11-10,0
651,Sucursal MIS-0651,Calle 2727,49,8,5275,3,sucursal651@empresa.local,+54 618 169591,2026-04-19,-42.740597,-60.957681,2026-04-19,2026-05-01,0
